adopt-imaging-parallel;adopt-imaging-single;adopt-pure;amazoncorretto-imaging-parallel;amazoncorretto-imaging-single;amazoncorretto-pure;graaljdk-imaging-parallel;graaljdk-imaging-single;graaljdk-pure;openjdk-imaging-parallel;openjdk-imaging-single;openjdk-opencv;openjdk-openimaj;openjdk-pure;zulu-imaging-parallel;zulu-imaging-single;zulu-pure;python-pure-simple;python-with-itertools;python-pure-simple-with-numba;python-pure-simple-with-numba-parallel;python-itertools-with-numba;python-with-numpy;python-with-numpy-with-numba;python-with-numpy-with-numba-parallel;python-with-numpy-and-scipy;python-with-opencv
126;267;235;116;260;231;104;228;163;112;291;0.3773;30;236;157;276;250;;;237;116;3344;;83;5.29;34;4.57
138;266;234;115;263;231;103;226;163;125;268;0.3998;31;236;121;277;247;;;236;189;3346;;83;3.90;33;4.64
127;266;234;116;262;229;114;228;163;112;267;0.3793;30;234;136;277;247;;;237;197;3350;;83;91.20;33;4.63
127;274;235;116;261;231;103;226;162;125;265;0.3948;31;234;134;277;245;;;236;98;3345;;83;4.14;34;4.58
113;266;237;106;262;231;114;228;162;126;266;0.3777;30;235;134;277;249;;;236;112;3347;;83;4.06;34;4.59
127;265;234;116;262;231;114;227;163;114;266;0.3787;35;234;134;281;247;;;237;187;3344;;83;91.33;34;4.65
128;265;233;115;261;230;114;227;164;126;265;0.3963;30;259;133;277;248;;;237;110;3348;;83;4.03;34;4.65
113;266;235;116;261;231;103;227;163;125;268;0.3797;30;233;135;276;248;;;237;196;3352;;83;3.94;34;4.57
113;266;234;102;263;232;103;228;178;112;267;0.4127;31;234;121;276;249;;;236;197;3350;;83;91.15;34;4.65
128;265;235;116;261;232;114;228;163;127;266;0.3801;30;234;121;276;248;;;237;197;3349;;83;4.12;34;4.63
127;265;236;115;262;230;114;227;163;139;265;0.3947;31;234;134;276;250;;;236;200;3344;;83;4.10;34;4.66
127;266;237;102;262;231;114;227;163;139;265;0.3771;30;234;122;276;246;;;237;105;3350;;83;91.24;34;4.60
113;267;236;102;264;254;115;227;166;126;268;0.3859;35;234;121;279;247;;;236;197;3369;;83;3.90;34;4.62
128;266;237;102;261;233;103;228;165;113;266;0.3995;31;233;134;277;246;;;237;108;3368;;83;3.94;34;4.66
113;265;235;121;262;231;114;227;163;127;264;0.3795;30;234;135;300;247;;;236;197;3355;;83;3.91;34;4.69
114;267;236;115;261;231;114;227;163;128;265;0.3944;31;234;134;278;246;;;236;196;3339;;83;91.64;33;4.61
126;267;237;116;262;231;113;229;163;127;264;0.3778;30;233;121;281;245;;;235;197;3359;;83;6.49;34;4.60
127;265;236;115;281;230;103;229;162;114;266;0.3794;31;234;123;277;247;;;236;110;3369;;83;91.28;34;4.66
114;266;238;116;261;230;114;226;163;140;266;0.3939;31;233;121;277;273;;;236;98;3349;;83;6.70;34;4.60
127;267;235;115;259;229;114;227;162;135;267;0.3905;34;233;135;279;247;;;235;199;3338;;83;4.11;34;4.64
114;266;236;131;259;230;114;226;163;111;265;0.3929;30;234;138;279;247;;;236;197;3358;;83;91.39;34;4.57
127;265;237;115;260;230;114;234;162;125;264;0.38;31;233;135;277;248;;;237;197;3353;;83;4.33;34;4.72
127;266;252;116;259;230;103;235;163;126;264;0.3942;30;235;134;277;247;;;236;200;3346;;83;4.10;34;4.57
114;266;236;115;259;230;114;231;162;125;266;0.3774;31;234;123;278;248;;;236;106;3351;;83;91.21;34;4.60
127;266;236;101;263;229;103;227;164;111;265;0.3775;30;234;135;277;247;;;237;196;3352;;83;3.97;34;4.56
127;266;237;122;260;231;103;237;163;126;265;0.3898;31;233;121;277;249;;;237;197;3348;;83;3.91;34;4.66
127;266;236;102;259;230;113;229;162;112;265;0.3774;34;234;137;279;248;;;237;202;3344;;83;91.46;33;4.59
127;267;236;127;259;230;114;226;164;127;267;0.3997;31;233;122;280;247;;;236;105;3343;;83;5.26;34;4.60
128;265;237;102;262;229;114;228;163;112;265;0.3802;30;234;121;277;247;;;237;201;3351;;83;3.34;34;4.61
113;266;236;104;260;230;115;226;163;126;265;0.3932;30;233;122;278;249;;;236;195;3343;;83;91.35;33;4.63
127;265;236;117;262;230;104;227;163;125;267;0.3776;30;234;121;282;249;;;236;199;3347;;83;4.22;34;4.61
116;266;235;117;260;230;114;227;163;126;265;0.3774;31;233;122;278;248;;;238;100;3345;;83;4.14;34;4.58
127;266;237;102;259;230;106;226;163;112;266;0.3996;30;233;136;277;248;;;237;110;3344;;83;90.55;33;4.68
126;265;237;102;258;229;106;229;163;112;265;0.3803;35;234;122;277;249;;;237;199;3349;;83;4.16;34;4.60
113;267;237;116;258;230;114;226;162;112;265;0.3947;31;233;149;279;249;;;236;192;3349;;83;4.14;34;4.64
113;266;236;117;260;229;103;229;162;126;265;0.3773;30;236;135;278;248;;;236;107;3345;;83;91.25;34;4.56
127;266;237;115;260;231;110;227;161;112;266;0.386;30;234;150;277;247;;;237;193;3350;;83;3.93;34;4.66
127;265;238;115;261;229;115;226;162;113;265;0.4003;31;233;135;279;248;;;236;109;3347;;83;3.97;34;4.61
127;268;236;102;260;231;114;229;162;126;267;0.3798;31;234;148;279;249;;;237;99;3347;;83;91.12;34;4.59
126;271;237;115;261;229;103;227;162;112;265;0.3939;30;234;122;276;247;;;237;194;3344;;83;3.96;34;4.64
127;265;237;107;260;230;103;228;162;126;266;0.3933;34;236;122;278;248;;;237;196;3359;;83;3.99;34;4.62
113;265;236;115;261;230;103;227;161;125;290;0.3903;30;234;121;278;249;;;238;106;3354;;83;3.93;34;4.61
127;268;235;115;260;229;105;228;162;112;270;0.3781;30;234;137;278;250;;;237;198;3353;;83;91.71;34;4.55
128;270;238;116;262;237;114;230;163;112;266;0.3772;30;233;122;277;247;;;236;195;3349;;83;3.93;34;4.62
113;267;237;102;260;230;103;230;162;112;268;0.4115;31;239;135;278;248;;;235;101;3341;;83;3.94;34;4.65
114;267;236;115;260;229;114;228;162;112;267;0.3795;30;235;135;280;247;;;236;110;3353;;83;91.36;34;4.62
114;267;237;116;260;230;103;225;163;112;268;0.3947;31;233;133;276;250;;;235;195;3345;;83;4.71;34;4.57
114;266;236;102;262;231;115;227;163;113;268;0.379;35;234;129;303;247;;;237;198;3348;;83;93.08;34;4.66
127;264;235;116;260;229;114;226;161;139;267;0.377;30;233;122;279;249;;;236;198;3342;;83;6.61;34;4.61
126;266;237;117;261;230;103;226;177;126;269;0.396;30;235;140;277;247;;;236;99;3354;;83;4.62;34;4.58
113;268;236;115;259;229;114;226;162;125;268;0.3794;31;234;135;277;248;;;236;200;3374;;83;91.48;34;4.61
123;267;236;116;261;230;113;226;162;112;267;0.3939;30;233;121;278;247;;;237;101;3348;;83;4.20;34;4.60
128;265;236;119;284;230;103;225;161;126;267;0.3773;31;234;122;280;248;;;237;198;3361;;83;4.13;34;4.67
113;266;236;104;263;251;113;227;162;113;269;0.3976;31;260;123;278;247;;;236;111;3346;;83;91.54;34;4.56
127;266;238;116;258;231;113;226;161;127;267;0.3796;34;236;135;277;248;;;237;97;3344;;83;4.30;34;4.64
114;265;235;102;263;232;103;226;163;112;267;0.3794;30;235;135;278;248;;;236;197;3348;;83;4.14;33;4.56
113;265;234;116;259;234;114;226;163;112;267;0.397;30;236;134;280;248;;;236;197;3349;;83;91.31;34;4.63
128;268;235;129;259;231;113;227;162;127;267;0.3798;31;235;135;277;247;;;236;110;3347;;83;4.05;34;4.58
130;266;234;124;260;232;114;227;162;125;266;0.3948;30;236;133;278;248;;;236;100;3342;;83;3.90;34;4.61
128;265;235;115;263;231;113;226;162;112;267;0.3774;30;236;135;279;247;;;236;199;3346;;83;91.27;34;4.62
113;266;235;121;260;233;103;229;162;113;266;0.3867;31;235;135;277;248;;;236;100;3345;;83;4.13;34;4.64
127;266;234;116;260;231;113;226;163;113;268;0.3962;34;236;121;277;247;;;235;196;3349;;83;4.12;34;4.61
113;266;237;103;261;235;115;233;163;112;267;0.3798;31;235;134;276;248;;;237;197;3351;;83;91.11;34;4.57
114;265;234;116;262;231;104;227;162;126;267;0.3938;30;236;134;280;273;;;236;197;3349;;83;3.87;34;4.75
113;266;236;115;258;231;104;225;162;126;267;0.3775;31;236;134;278;247;;;237;202;3353;;83;3.86;34;4.63
113;265;235;106;260;231;114;225;163;127;267;0.3981;30;236;135;276;247;;;238;104;3351;;83;90.85;34;4.60
128;265;235;115;260;232;103;225;162;126;269;0.3797;31;235;124;278;249;;;236;197;3370;;83;4.10;34;4.56
113;266;236;116;262;231;113;224;162;125;269;0.3796;31;237;128;280;249;;;236;197;3411;;83;4.13;34;4.72
128;266;255;114;258;230;103;225;163;141;268;0.3931;34;235;133;277;247;;;236;99;3347;;83;91.42;34;4.58
127;267;238;115;258;232;114;226;162;126;266;0.3778;31;235;121;276;247;;;237;111;3352;;83;3.85;34;4.61
128;266;235;115;260;231;113;225;162;112;268;0.39;31;236;136;276;251;;;237;199;3357;;83;4.19;34;4.58
127;266;239;117;259;232;113;228;161;125;266;0.3774;30;236;122;275;247;;;237;197;3353;;83;3.46;34;4.66
126;267;235;115;259;231;104;226;162;125;269;0.3772;31;237;135;276;248;;;236;198;3374;;83;91.32;34;4.59
124;275;236;102;258;233;114;226;162;127;268;0.3897;31;236;136;275;247;;;236;195;3343;;83;3.99;34;4.58
126;267;236;102;259;231;114;226;162;143;267;0.3772;30;236;135;278;249;;;236;109;3350;;83;3.87;34;4.67
126;271;239;103;258;230;116;238;163;139;266;0.3989;35;236;135;275;248;;;237;102;3347;;83;91.16;34;4.58
129;267;235;116;258;229;114;227;167;112;268;0.3793;30;236;134;276;248;;;236;198;3345;;83;4.12;34;4.68
114;267;236;102;259;230;114;227;163;114;267;0.3915;30;235;134;277;247;;;236;196;3341;;83;5.36;34;4.56
127;268;235;115;259;230;103;226;162;112;268;0.3792;31;237;133;275;248;;;235;198;3353;;86;90.92;34;4.66
127;267;236;116;258;231;114;226;162;131;267;0.3796;30;235;121;277;248;;;237;104;3351;;83;3.33;34;4.72
127;269;235;117;259;231;103;228;162;113;266;0.4192;30;237;135;301;248;;;236;201;3351;;83;3.49;34;4.62
113;267;235;116;258;231;114;226;163;128;266;0.3774;31;236;140;281;248;;;237;104;3352;;83;90.69;34;4.62
114;266;235;116;262;231;114;226;162;126;290;0.4206;35;237;120;279;249;;;237;198;3346;;83;4.27;34;4.65
127;267;235;116;258;230;109;226;162;112;270;0.379;30;235;135;276;248;;;236;198;3349;;83;4.18;34;4.71
128;267;236;102;258;230;115;228;162;112;267;0.3871;30;236;135;275;249;;;237;199;3347;;83;91.47;34;4.55
113;266;236;102;259;230;103;227;162;113;269;0.3773;31;237;137;276;248;;;236;196;3360;;83;3.89;34;4.69
114;267;234;115;259;231;114;225;163;125;265;0.3773;30;236;136;274;248;;;236;198;3343;;83;3.90;34;4.62
114;268;234;116;282;231;114;226;163;125;270;0.3982;30;236;135;274;250;;;237;110;3346;;83;3.95;34;4.67
127;267;236;120;260;231;103;226;163;126;267;0.3797;30;236;122;275;247;;;236;192;3353;;83;91.28;34;4.57
128;267;234;115;259;231;113;228;163;150;267;0.3945;34;235;134;275;248;;;235;199;3347;;83;3.89;34;4.68
127;268;235;102;265;232;114;225;179;125;267;0.3776;31;236;121;275;247;;;237;100;3345;;83;3.58;34;4.60
112;269;234;102;260;233;114;226;164;111;272;0.3774;31;235;121;275;248;;;237;201;3358;;83;90.93;34;4.65
141;268;236;116;259;231;114;225;165;112;268;0.3991;30;235;121;275;248;;;236;109;3346;;83;4.00;34;4.58
129;267;235;103;260;232;104;226;166;113;266;0.3793;31;237;135;274;248;;;236;100;3354;;83;3.95;34;4.62
127;267;234;116;261;251;113;226;164;126;266;0.3967;30;237;135;274;248;;;236;191;3352;;83;90.75;33;4.64
113;267;234;115;256;235;114;226;164;126;266;0.3799;31;236;135;276;248;;;236;199;3351;;83;4.15;34;4.59
127;267;234;116;259;235;114;225;164;126;269;0.3797;34;235;135;277;247;;;236;103;3359;;83;4.09;34;4.67
128;267;235;118;259;230;114;227;164;125;267;0.3799;31;236;134;275;248;;;237;198;3345;;83;91.55;34;4.61
128;267;234;116;262;229;114;227;164;125;268;0.3796;31;235;122;276;247;;;236;108;3360;;83;4.08;34;4.65
126;269;234;102;261;231;114;224;166;112;266;0.3937;30;235;123;276;249;;;236;190;3351;;83;4.08;34;4.55
128;267;234;116;262;229;114;225;165;141;264;0.3771;31;261;137;276;248;;;236;202;3346;;83;4.32;34;4.60
127;267;234;115;261;230;114;225;164;126;264;0.3974;31;236;134;276;247;;;236;199;3356;;83;91.17;34;4.65
142;267;235;116;260;230;115;227;163;125;266;0.3794;30;236;121;277;247;;;237;198;3360;;83;3.92;34;4.62
;;;;;;;;;;;;;;;;;;;;;;;;;;
